,default_profile,default_profile_image,favourites_count,followers_count,friends_count,geo_enabled,statuses_count,verified,account_age_days,account_type
712,1,0,936,1,16,0,1309,0,4133,1
713,0,0,3364,353,0,1,4722,0,3677,1
722,1,0,2303,19,29,1,3638,0,3608,1
740,1,0,4977,786,2668,0,3324,0,1751,1
810,0,0,2906,135,0,0,13754,0,3403,1
830,0,1,198,17,211,1,51,0,3451,1
857,0,0,2136,97,246,0,3792,0,3425,1
875,0,0,37885,1519,1281,0,259864,0,3833,1
900,0,0,1281,403,623,0,276,0,1628,1
921,0,0,2265,116,10,0,7125,0,3113,1
923,1,0,2208,161,83,0,2902,0,2879,1
941,1,0,1465,16,6,0,2207,0,3781,1
964,0,0,2006,139694,986,1,58683,0,3994,1
967,0,0,189324,622,373,1,61201,0,2494,1
971,1,0,1160,8,16,1,1246,0,3336,1
976,0,0,1,59,96,0,32775,0,694,1
985,0,0,465,40,46,0,783,0,2822,1
1002,0,0,23755,3055,4541,1,23825,0,3819,1
1029,1,0,1186,12,46,0,1471,0,4212,1
1030,0,0,38,415164,314560,1,101731,0,3974,1
1050,1,0,10,0,0,0,129,0,1233,1
1051,1,0,19833,120,510,0,8050,0,1403,1
1059,1,0,1731,30,0,0,2557,0,2806,1
1077,1,0,38,0,0,0,300,0,1155,1
1094,1,0,11635,1088,521,1,118306,0,3815,1
1111,1,0,1865,7,191,0,2445,0,4103,1
1138,1,0,16,109,1,0,1418,0,797,1
1145,1,0,186,15,205,0,45,0,2253,1
1153,0,0,1666,130813,0,0,35842,0,3042,1
1163,1,1,89,2,0,0,181,0,3146,1
1168,0,0,411065,7984,8752,0,600011,0,2310,1
1171,1,0,606,2,11,0,963,0,3500,1
1175,1,0,228,7,230,0,46,0,1607,1
1189,1,0,0,2485,0,0,197,0,1021,1
1203,0,0,3,281,1,0,4219,0,2210,1
1228,1,0,1594,16,0,0,2378,0,3734,1
1233,1,0,1319,24,166,1,1893,0,2328,1
1235,1,0,32,27,15,0,246,0,1280,1
1237,1,0,9189,138,183,0,9036,0,1831,1
1244,0,0,1238,11,48,0,1847,0,2068,1
1260,1,0,25479,218,34,0,7,0,1592,1
1284,0,0,3345,123,0,1,17376,0,3144,1
1305,1,0,195,13,18,0,47,0,3060,1
1313,1,0,204,5,0,0,54,0,2769,1
1334,1,0,88575,1962,3236,0,141273,0,1911,1
1347,1,0,0,150,330,0,3727,0,2051,1
1356,1,0,999,13,72,0,1437,0,3943,1
1370,1,0,2052,12,29,0,2944,0,2624,1
1393,0,0,2257,1562,0,0,9004,0,3037,1
1426,0,0,1315,39,31,1,1845,0,3764,1
1451,0,0,2966,201,342,1,10536,0,4171,1
1454,1,0,48,0,143,0,546,0,1280,1
1463,0,0,3699,193,0,1,49172,0,3408,1
1479,1,0,2643,1720,1619,1,4077,0,1450,1
1548,1,0,91,0,0,0,19,0,2820,1
1564,1,0,4829,1424,1330,1,34897,0,3046,1
1567,0,0,61735,39308,39585,1,105207,0,3073,1
1587,0,0,1961,167,0,0,3075,0,3341,1
1602,1,0,50,2,0,0,285,0,1156,1
1609,1,0,99,27,0,0,97,0,2786,1
1637,1,0,970,46,39,0,1321,0,4026,1
1638,1,0,2234,19,38,0,3055,0,3445,1
1680,1,0,2062,114,0,0,2641,0,3013,1
1683,1,0,1413,27,90,0,2025,0,1712,1
1723,1,0,1977,10,52,0,2848,0,2252,1
1740,0,0,214,18,318,0,258,0,1923,1
1793,0,0,6,9917,0,1,47673,0,3846,1
1885,1,0,1108,26,119,1,1824,0,3302,1
1899,1,0,1282,1,23,0,1896,0,2235,1
1935,1,0,26,30,13,0,135,0,1272,1
1936,1,0,1328,8,176,0,1944,0,3830,1
1963,1,0,725,32,0,0,128,0,3684,1
1964,0,0,8922,163368,230763,0,3721,0,2593,1
1969,1,0,1290,11,0,0,1635,0,3375,1
2014,0,0,1830,30,68,0,2388,0,1848,1
2023,1,0,558,55,354,0,749,0,3009,1
2050,0,0,2186,118,145,0,3277,0,4355,1
2087,0,0,163,19,113,0,245,0,3092,1
2091,1,1,0,21,43,0,25298,0,3398,1
2112,0,0,25,1034,0,0,120,0,3046,1
2134,0,0,1084,4,72,0,1588,0,1184,1
2156,1,0,177,2477,2190,0,76664,0,3128,1
2173,0,0,2287,118,326,0,4047,0,2783,1
2202,0,0,1327,54,0,0,1848,0,3509,1
2239,1,0,54,1,0,0,256,0,1159,1
2252,0,0,442,2513,2233,1,2168,0,1074,1
2290,0,0,1,48,0,0,92129,0,1748,1
2319,1,0,156034,1760,699,0,369324,0,1451,1
2327,0,0,8657,1883688,1267,1,71338,1,3249,1
2368,1,0,2370,46,91,1,3501,0,3274,1
2388,1,0,1492,6,69,1,2139,0,2361,1
2402,1,0,2713,25195,30137,0,644,0,1382,1
2427,0,0,766,148,121,1,1148,0,3195,1
2432,1,0,1646,21,79,0,2244,0,4176,1
2446,1,0,249,1,167,0,33,0,2754,1
2450,0,0,9065,3485,1089,1,227566,0,3815,1
2462,0,0,2304,267,312,1,15226,0,3404,1
2489,0,0,101674,8158,4055,1,232591,0,2157,1
2501,0,0,622511,604236,570524,0,45331,0,4459,1
2537,0,0,1988,14,0,0,2732,0,3475,1
2541,0,0,2429,195,178,1,7338,0,3316,1
2556,1,0,1788,21,41,0,3037,0,1751,1
2559,0,0,290,132,887,0,15693,0,2015,1
2560,1,0,111,161,563,0,1758,0,3079,1
2585,0,0,11,4477,0,0,5317,0,2721,1
2609,0,0,2366,312,0,1,6478,0,3323,1
2626,1,0,1823,7,0,0,2376,0,2597,1
2636,1,0,276,30,111,0,33,0,2833,1
2652,1,0,369,6,0,0,87,0,2761,1
2654,1,0,142,22,531,0,68,0,1493,1
2674,0,0,1470,20,0,0,2245,0,2150,1
2685,0,0,2243,71,0,0,673,0,2730,1
2737,1,0,1332,12,31,0,1329,0,1446,1
2738,0,0,2240,21,58,0,2998,0,1328,1
2755,1,0,19,0,0,0,144,0,1155,1
2764,1,0,2110,74,0,0,3068,0,2738,1
2780,1,0,46,0,0,0,225,0,1154,1
2801,1,1,18,22,57,0,4026,0,783,1
2806,1,0,38,693,466,0,145011,0,1749,1
2827,0,0,0,14,0,0,4663,0,1781,1
2852,1,0,1131,3,20,0,1622,0,2649,1
2908,1,0,2277,7,0,0,3056,0,3501,1
2996,0,0,176,348,89,0,14650,0,1422,1
3007,1,0,217,48,79,1,288,0,3980,1
3021,1,0,1230,2,9,0,1854,0,1886,1
3058,0,0,2169,0,0,0,2193,0,2875,1
3069,1,0,0,931,869,0,66629,0,2404,1
3073,0,0,802,25,1136,0,1053,0,3578,1
3075,0,0,1967,1252953,432,1,233278,0,4019,1
3089,0,0,49,92608,102673,1,98892,0,3993,1
3114,1,0,2353,283,1493,0,3346,0,1700,1
3116,1,0,2157,234,37,0,4859,0,4195,1
3128,0,0,603,450,599,1,6723,0,2137,1
3144,0,0,194,26,74,0,268,0,3766,1
3145,1,1,11,1,0,0,11,0,2412,1
3186,0,0,26632,1505,797,1,266175,0,3774,1
3268,1,0,1710,3,63,0,1396,0,1110,1
3283,1,0,160,90,193,0,178,0,3500,1
3288,0,0,1131,173,1797,1,1490,0,1290,1
3322,1,0,1,59,34,0,6880,0,1728,1
3361,1,0,24,1,0,0,198,0,1155,1
3364,1,0,1180,2,0,1,1760,0,1749,1
3393,1,0,976,34,370,1,1388,0,2909,1
3397,0,0,2024,349,143,0,10668,0,3575,1
3412,0,0,2,26,534,0,0,0,957,1
3420,0,0,2222,4,0,0,2370,0,1895,1
3446,0,0,1099,4,0,0,1088,0,2570,1
3455,1,0,2312,267,530,0,3563,0,1297,1
3465,1,0,257,34,263,0,393,0,3844,1
3469,0,0,154,12862395,26,0,120719,0,3558,1
3487,1,0,1671,14,84,0,2509,0,3228,1
3499,1,0,7,5,0,0,3,0,3062,1
3502,1,1,10,9,910,0,12,0,1469,1
3519,1,0,150,4,0,0,30,0,4634,1
3535,1,0,1869,11,61,0,2838,0,2257,1
3549,1,0,65,2,41,0,71,0,1091,1
3563,1,0,921,28,0,0,1325,0,3266,1
3572,1,0,1354,20,11,0,2001,0,3274,1
3576,0,0,2424,101,426,1,3278,0,4012,1
3616,0,0,164,3360045,569,1,75634,1,3950,1
3637,1,0,90,4,105,0,20,0,2954,1
3669,0,0,5245,4958,1493,1,40388,0,2983,1
3676,0,0,1659,38,413,0,1898,0,4353,1
3718,0,0,107428,638,142,1,25908,0,2246,1
3722,0,0,13,23,3,0,3423,0,1909,1
3724,1,0,136,1,0,0,28,0,2590,1
3730,1,0,196,0,0,0,276,0,1137,1
3735,1,0,1330,7,37,0,1330,0,1446,1
3766,1,0,844,8,13,0,1248,0,3775,1
3799,1,0,248,5,19,1,1169,0,3180,1
3836,1,0,417,11,49,0,16,0,2138,1
3961,1,0,1446,12,0,0,2207,0,2576,1
4000,1,0,2232,68,789,1,5105,0,3482,1
4022,1,0,34,21,0,0,161,0,1270,1
4035,1,1,2,1,86,0,2,0,941,1
4056,0,0,1240,161,531,0,2274,0,1361,1
4080,1,0,952,209,301,0,245,0,1308,1
4120,1,0,1332,9,36,0,1332,0,1463,1
4143,0,0,4325,117775,3106,0,1602810,1,4131,1
4148,1,0,1853,10,59,1,2379,0,1305,1
4154,1,0,16,7,0,0,8,0,2452,1
4160,1,0,2113,12,38,0,2957,0,3575,1
4169,0,0,701,177,225,0,139,0,1068,1
4198,1,0,4925,27,242,0,2715,0,2665,1
4225,0,0,6003,1299,5000,1,156502,0,3129,1
4226,0,0,95,1538966,153,1,370625,1,4121,1
4255,1,0,43,0,0,0,302,0,1159,1
4256,0,0,11377,2367,444,0,12569,0,4134,1
4269,1,0,2,42099,0,0,2793,0,1576,1
4289,1,0,73,8,44,1,13,0,2182,1
4303,1,0,2305,20,183,0,3189,0,1362,1
4325,1,0,1003,4,24,0,1518,0,3363,1
4330,0,0,16,994,4,0,4626,0,770,1
4339,0,0,2484,172165,2335,0,146396,1,4456,1
4349,1,0,4721,63,0,1,4765,0,2065,1
4352,1,0,4,0,1,0,5,0,1760,1
4363,1,0,2239,32,0,0,3536,0,2780,1
4379,0,0,3,47,7,0,26008,0,1101,1
4396,1,0,23,1,0,0,177,0,1155,1
4471,1,1,6,5,0,0,8,0,2676,1
4501,1,0,116,2,0,0,577,0,1159,1
4510,1,0,2,3,23,0,25,0,1296,1
4553,0,0,0,312,0,0,14851,0,630,1
4560,1,0,167,41,30,0,19,0,1683,1
4561,1,0,16,36190,72414,0,2561,0,1612,1
4562,1,0,1560,172,86,0,4711,0,1300,1
4584,0,0,494,239,977,1,140,0,3346,1
4600,0,0,22,2,168,0,57,0,1924,1
4603,0,0,0,62,2,0,5840,0,795,1
4751,1,0,112,4,7,0,31,0,1919,1
4794,1,0,1217,9,76,0,1467,0,3126,1
4802,1,0,345,0,0,0,345,0,1411,1
4813,1,0,683,153,649,0,213,0,3500,1
4825,1,0,41,0,12,0,602,0,1230,1
4844,1,0,2446,13,0,0,3330,0,2460,1
4856,0,0,78353,120566,86804,1,140323,0,2820,1
4860,1,0,1083,16,88,0,1470,0,1572,1
4877,1,0,1354,9,0,0,1937,0,2320,1
4885,0,0,2062,30,265,0,3008,0,3733,1
4887,0,0,1840,6,0,0,2573,0,3128,1
4893,1,0,112,3,0,0,20,0,2321,1
4894,0,0,431,661,234,0,3266,0,1860,1
4924,0,0,1390,20,199,0,2110,0,2233,1
4941,1,0,1331,10,16,0,1331,0,1463,1
4954,1,0,0,733,1,0,25572,0,1071,1
4960,0,0,7,8,4,0,2923,0,1165,1
4968,0,0,2033,173,0,1,4188,0,2873,1
4994,0,0,14899,160478,2159,1,42248,1,4114,1
5036,0,0,48886,305370,104673,1,234907,0,3092,1
5098,1,0,43328,307,556,1,20084,0,1362,1
5128,1,0,1058,7,106,0,1628,0,1193,1
5135,1,0,74,10,72,0,28,0,3180,1
5140,1,0,2169,1,107,0,2198,0,2858,1
5148,1,0,802,32,29,0,790,0,3159,1
5158,0,0,2277,6,40,0,3230,0,3235,1
5159,1,0,37,29,0,0,195,0,1295,1
5192,1,0,1790,11,0,0,2498,0,2513,1
5198,1,0,358,15,157,0,23,0,2063,1
5225,0,0,41,84114,737,1,85,0,2872,1
5255,1,0,2123,26,896,0,736,0,3120,1
5276,0,0,325,817,758,0,686,0,2440,1
5277,0,0,2433,243,0,0,3450,0,3658,1
5289,1,0,1093,4,52,0,1727,0,2597,1
5291,1,0,392,32,381,0,78,0,3466,1
5316,1,0,1683,748,1166,1,45307,0,3096,1
5319,1,0,2143,6,0,0,3024,0,3476,1
5343,1,0,2302,15,0,0,2566,0,1880,1
5354,1,0,674,13,56,0,1024,0,3731,1
5410,0,0,2759,1260505,10359,1,82797,1,4428,1
5426,1,0,403,1369,80,1,6135,0,2022,1
5432,0,0,5,5,3,0,5,0,1590,1
5446,1,0,70790,261,375,1,14085,0,2529,1
5459,0,0,3322,200,0,1,15140,0,3332,1
5477,1,0,37,30,0,0,288,0,1272,1
5525,1,0,664,5,15,0,979,0,3844,1
5534,1,0,4,2212,2586,0,19422,0,1414,1
5544,0,0,704,32,488,0,1077,0,4122,1
5554,1,0,1253,7,4,0,1836,0,3510,1
5629,1,0,1138,7,43,0,1550,0,4576,1
5639,0,0,0,3571,1,0,14911,0,1923,1
5664,1,1,16,7,0,0,21,0,2768,1
5707,0,0,1910,3,52,0,2694,0,3425,1
5718,1,0,2441,17,0,0,3334,0,2776,1
5728,1,0,1223,12,0,0,1224,0,1463,1
5735,0,0,146,6,0,1,30,0,3936,1
5764,1,0,1168,8,49,0,1648,0,1590,1
5798,0,0,59,82,0,0,302,0,3774,1
5832,0,0,2402,188,0,1,10937,0,3853,1
5841,1,0,0,15,1,0,30847,0,1340,1
5898,1,0,0,322,2236,0,33,0,1236,1
5902,0,0,4909,236,142,1,6730,0,3187,1
5904,0,0,2265,22,1,0,3183,0,3256,1
5929,0,0,2451,49,39,1,3281,0,3597,1
5941,1,0,1,776,97,0,374887,0,1754,1
5943,1,0,18,0,0,0,170,0,1155,1
5944,0,0,629,128,609,0,1515,0,3907,1
5962,1,0,4481,15,291,0,2815,0,3427,1
6016,0,0,118,664,701,0,2943,0,2840,1
6021,0,0,16,68137,79552,0,8355,0,2916,1
6024,1,0,1699,37,140,0,2539,0,2808,1
6031,0,0,3054,115,296,1,3457,0,3097,1
6076,1,0,319,19,268,0,72,0,2016,1
6084,1,0,0,182,0,0,129,0,1031,1
6090,1,0,4698,355,414,1,12607,0,3268,1
6132,1,0,38917,230,210,0,12346,0,3737,1
6134,0,0,3929,56,198,1,4242,0,3783,1
6139,1,0,47,21,169,0,153,0,654,1
6151,0,0,762,20,62,0,1175,0,3850,1
6162,0,0,32,6,98,0,39,0,655,1
6188,1,0,153,12,30,0,2686,0,2995,1
6193,1,0,742,11,0,1,1051,0,3651,1
6202,1,0,1016,24,60,0,1429,0,3264,1
6204,0,0,38,65,55,0,19368,0,2378,1
6208,1,0,2162,7,0,0,3017,0,1561,1
6211,0,0,503,29,0,0,738,0,3367,1
6242,0,0,883,1816749,181,1,21149,1,4492,1
6274,1,0,2875,49,39,0,3124,0,2783,1
6309,1,0,1271,4,24,0,1945,0,2502,1
6340,1,0,2224,18,7,0,3278,0,2620,1
6354,0,0,1885,17,0,0,1647,0,2640,1
6362,1,0,2946,23,120,0,3168,0,1926,1
6415,0,0,2387,182,137,0,5169,0,2039,1
6434,1,0,1268,3,0,0,1903,0,3673,1
6435,1,0,29,137,188,0,289,0,2039,1
6468,1,0,26,2,0,0,235,0,1155,1
6512,1,0,1115,2,5,1,1734,0,1783,1
6597,1,0,4,39,6,0,21005,0,3935,1
6604,1,0,888,5,197,0,569,0,3281,1
6613,0,0,4788,738,811,0,9116,0,3336,1
6622,0,0,1653,11,0,0,1837,0,1917,1
6642,1,0,1863,5,0,0,2535,0,2679,1
6668,0,0,12,72113,0,0,48389,0,2000,1
6709,1,0,1190,155,264,0,1664,0,1298,1
6725,1,0,109,1,0,0,190,0,1151,1
6766,0,0,0,57,5,0,126298,0,1953,1
6779,1,0,2144,17,52,0,3109,0,2983,1
6781,0,0,0,182,0,0,22018,0,1021,1
6808,0,0,806,15,196,0,1267,0,4184,1
6854,0,0,0,52,0,0,51802,0,1605,1
6868,1,0,0,118,438,0,5010,0,2953,1
6888,0,0,11,522,347,0,1746,0,1084,1
6889,1,0,1274,6,39,0,1921,0,1384,1
6897,0,0,15357,613800,6446,1,3534,1,3421,1
6899,0,0,906,89550,96585,1,123899,0,4177,1
6901,1,1,15,2,0,0,18,0,1008,1
6928,1,0,0,1425,2,0,39006,0,1635,1
6935,1,0,2963,82,0,1,4866,0,2804,1
6985,1,0,2172,9,69,0,2789,0,2495,1
7011,1,1,6,4,0,0,8,0,3466,1
7016,1,0,1332,13,10,0,1332,0,1463,1
7036,1,0,1042,82,31,0,1219,0,2190,1
7039,0,0,2394,16,0,0,3384,0,2953,1
7108,0,0,485,124721,540,1,214633,0,4126,1
7110,1,0,1026,26,126,0,1092,0,1590,1
7111,1,0,103,5,0,0,28,0,2097,1
7136,1,0,1089,3,8,0,1607,0,2847,1
7153,1,0,614,43,127,0,540,0,1170,1
7167,1,0,615,9,26,0,818,0,1193,1
7169,0,0,0,25,3,0,8525,0,1125,1
7203,1,0,129,11,0,0,65,0,2382,1
7209,0,0,1906,5,0,0,2688,0,3464,1
7218,1,0,1189,165,270,0,1593,0,3321,1
7284,1,0,2238,11,0,1,3029,0,2286,1
7291,0,0,2073,10,61,0,2662,0,1280,1
7299,0,0,643,53,139,0,853,0,3439,1
7305,0,0,2131,13,753,1,3720,0,3713,1
7324,0,0,14,111150,99938,0,124335,1,4260,1
7345,1,1,1240,0,0,0,1240,0,1708,1
7348,1,0,74,1,0,0,391,0,1159,1
7358,1,0,86,2,0,0,622,0,1155,1
7360,0,0,2552,94,284,0,6551,0,3108,1
7409,1,0,2540,20,72,0,3180,0,3034,1
7433,0,0,8677,1093892,2544,0,38393,1,4304,1
7465,1,0,976,31,394,0,894,0,3692,1
7468,1,0,1355,201,88,1,2816,0,2040,1
7494,0,1,2488,41,0,0,3487,0,2852,1
7495,1,0,2299,5,5,0,3120,0,3136,1
7502,0,0,2047,1145,0,0,3590,1,3324,1
7511,1,0,40,1,20,0,0,0,2864,1
7517,0,0,1602,26031,6552,0,35581,0,3620,1
7519,0,0,2081,213,374,1,3234,0,3396,1
7549,1,0,1473,7,0,0,2055,0,3170,1
7575,0,0,124252,1797516,1359573,1,95165,1,3676,1
7627,0,0,44,7495,5,0,2313,0,3688,1
7628,1,0,2017,46,266,0,2472,0,2025,1
7661,1,0,2305,518,988,0,3442,0,3263,1
7673,1,0,2791,20,78,0,3262,0,3546,1
7690,0,0,581,1412,2271,1,678417,0,3426,1
7708,1,0,0,31,1,0,5405,0,1373,1
7712,0,0,2156,17,0,0,2986,0,3314,1
7719,1,0,2828,303,0,1,6019,0,3272,1
7726,1,0,113,160,358,0,355,0,2161,1
7738,1,0,998,151,46,1,2114,0,2040,1
7749,1,0,891,0,0,0,1307,0,2925,1
7750,0,0,0,25,2,0,2400,0,1438,1
7752,1,0,1030,13,0,1,1244,0,2726,1
7767,1,0,257,9,0,0,9,0,3023,1
7798,0,0,1257,1,29,0,1740,0,2360,1
7827,1,0,302,8,0,0,61,0,1803,1
7858,0,0,2665,82,293,0,3321,0,3510,1
7950,1,0,2192,1,75,0,2202,0,2875,1
7997,1,0,0,12,0,0,6,0,1551,1
7999,0,0,2144,85,151,0,5429,0,3631,1
8013,0,0,2161,169,0,0,3480,0,3607,1
8015,1,0,156,57,186,0,49,0,2760,1
8065,1,0,88,0,0,0,563,0,1155,1
8070,0,0,1736,102,0,0,2622,0,3296,1
8096,0,0,2592,60,94,0,3825,0,3825,1
8127,1,0,1972,4,0,0,2826,0,3303,1
8148,1,0,529,7,38,0,466,0,3267,1
8149,1,0,1317,2,2,0,1927,0,3263,1
8154,1,0,2423,85,43,0,3517,0,4152,1
8160,0,0,2459,109,549,1,4092,0,3690,1
8162,0,0,2283,16,0,0,3154,0,3101,1
8195,1,0,453,7,0,1,684,0,4061,1
8236,1,0,2308,7,42,0,3353,0,3092,1
8271,0,0,2304,9,0,0,3273,0,2847,1
8277,1,1,4,2,0,0,2,0,2963,1
8279,1,0,264,28,0,1,48,0,2414,1
8328,1,0,1241,17,416,0,1885,0,3491,1
8334,0,0,2083,88,0,0,3451,0,3324,1
8344,0,0,21,253399,11,1,248665,0,4494,1
8364,1,0,474,6,0,0,54,0,1884,1
8374,1,0,2075,5,45,0,2894,0,2883,1
8390,0,0,5469,781,741,1,67521,0,3110,1
8413,1,0,2655,63,150,0,4730,0,3206,1
8424,1,0,172,22,211,0,35,0,2446,1
8427,1,0,220,6,0,0,43,0,2770,1
8463,1,0,282,9,0,0,52,0,2695,1
8521,1,0,100,116,183,0,9515,0,1795,1
8539,0,0,5257,116120,26,1,38411,0,4148,1
8544,0,0,2664,417,0,0,3706,0,3244,1
8545,1,0,1880,9,89,0,2796,0,3867,1
8553,1,0,135,21,0,0,17,0,2320,1
8558,0,0,2295,19,14,1,4592,0,4037,1
8563,1,0,20,118,1,0,93701,0,896,1
8601,1,0,1277,14,0,1,1821,0,3585,1
8616,1,0,6,102,19,0,861,0,1041,1
8630,1,0,14,1196,1869,1,61579,0,3427,1
8640,1,0,1408,3,0,0,1843,0,3089,1
8652,1,0,4014,37011,30668,1,18254,0,2520,1
8655,1,0,1313,7,46,0,1825,0,3025,1
8666,0,0,3260,432,0,1,32686,0,3969,1
8688,1,0,854,22,203,0,1147,0,4032,1
8690,1,0,2510,14,0,1,3382,0,3470,1
8722,0,0,466,605,433,1,4949,0,4139,1
8733,1,1,175,70,330,0,1,0,2900,1
8741,0,0,27,430570,545331,1,2652,0,4030,1
8771,0,0,0,904,709,1,2891,0,3784,1
8789,1,0,1297,3,21,0,1911,0,2703,1
8791,1,0,621,264,351,0,4548,0,2039,1
8798,0,0,2473,245,0,0,4664,0,3128,1
8813,1,0,388,454,1984,0,465,0,1628,1
8828,1,0,172,6,0,0,38,0,2229,1
8848,1,0,202,69,11,0,3,0,2112,1
8859,1,0,1302,6,0,0,1822,0,2828,1
8885,1,0,2023,27,329,1,1383,0,1146,1
8893,0,0,23816,822,533,1,56886,0,3192,1
8959,1,0,1649,25,29,0,2379,0,3540,1
8981,1,0,4825,198,479,1,4218,0,1944,1
9002,1,0,2163,2,133,0,2202,0,2875,1
9004,0,0,16,105,0,0,2137,0,3272,1
9044,0,0,26,52564,8457,1,60594,0,3656,1
9062,0,0,2624,1,6,0,3455,0,4131,1
9070,0,0,2560,28,0,1,5635,0,2971,1
9103,1,0,6,27,4,0,28531,0,1200,1
9111,0,0,1152,527,1425,0,15438,0,1825,1
9119,1,0,33,0,0,0,224,0,1155,1
9129,0,0,2129,15,46,0,2936,0,2417,1
9131,0,0,2182,63,62,0,3085,0,4066,1
9148,1,0,2324,9,111,0,3014,0,3427,1
9169,1,0,304,19,37,0,2385,0,957,1
9174,0,0,1471,46,0,0,2116,0,2953,1
9207,0,0,0,4272261,45,0,6527,1,3574,1
9258,1,0,2,307,1,0,1572,0,804,1
9293,0,0,2325,12,11,0,3268,0,4006,1
9300,1,0,7,70481,86936,0,3871,0,3472,1
9310,0,0,2818,301,972,0,3874,0,3091,1
9331,0,0,2159,38,432,1,3061,0,3721,1
9335,1,0,1574,8,28,1,2010,0,2951,1
9342,0,0,11972,1178,1127,1,31520,0,3216,1
9360,1,0,1327,4,19,0,1942,0,4047,1
9361,1,0,1331,9,32,0,1328,0,1462,1
9370,1,0,125,22,137,0,42,0,3560,1
9373,1,0,104,11,0,0,24,0,2908,1
9392,1,0,303,14,0,0,39,0,2112,1
9397,0,0,27432,1033227,1171,1,24237,1,4362,1
9443,1,0,550,10,0,0,745,0,1181,1
9444,0,0,21273,56,1944,0,2054,0,2263,1
9472,0,0,4243,492,0,1,18549,0,3337,1
9475,0,0,3,62,1,0,59304,0,1545,1
9492,1,0,1169,5,34,0,1593,0,2039,1
9521,1,0,127,2,0,0,28,0,2463,1
9562,0,0,0,36346,33,0,103032,0,2726,1
9586,0,0,593,70,0,0,219,0,3400,1
9604,1,0,2119,205,0,0,3111,0,4192,1
9613,1,0,3496,52,195,0,6107,0,2565,1
9631,1,0,2052,15,488,1,2776,0,3270,1
9685,0,0,454,23936,537,1,8446,0,4216,1
9695,0,0,3997,302,531,1,12771,0,1927,1
9715,1,0,1464,30,0,0,1478,0,2180,1
9737,0,0,1676,13,0,0,1717,0,2210,1
9740,0,0,5,91,304,0,8226,0,3156,1
9743,1,0,2179,11,195,0,2917,0,2015,1
9773,0,1,1,694,779,0,9559,0,2355,1
9804,1,0,903,1399,386,0,12527,0,3223,1
9819,0,0,2250,22,31,0,3124,0,3249,1
9822,1,0,2092,68,470,0,2952,0,2426,1
9831,1,0,1044,18,41,0,611,0,1629,1
9882,0,0,2226,13,69,0,3179,0,3994,1
9893,1,0,1351,3,26,0,1982,0,1332,1
9904,0,0,20715,114520,88526,1,130274,0,4005,1
9907,1,0,2091,171,283,0,2845,0,3189,1
9943,1,0,182,45,127,0,218,0,1753,1
9950,1,0,407,8,0,0,89,0,3429,1
9990,1,0,39,91,6,1,1140,0,3087,1
9992,0,0,711,22,0,0,1083,0,3729,1
9999,1,0,108,1,0,0,21,0,2585,1
10008,0,0,2859,948,45,1,84751,0,2752,1
10092,0,0,3895,406,0,0,7385,0,3482,1
