,default_profile,default_profile_image,favourites_count,followers_count,friends_count,geo_enabled,statuses_count,verified,account_age_days,account_type
4585,0,0,1766,37,358,1,2732,0,3942,1
4587,1,0,139,3,0,0,34,0,1147,1
4603,0,0,0,62,2,0,5840,0,795,1
4652,1,1,0,2,0,0,3983,0,2830,1
4663,1,0,145,7,3,0,4362,0,1101,1
4700,1,0,1385,1,11,0,1876,0,2058,1
4766,0,0,2454,6,0,0,3422,0,3611,1
4772,0,0,1564,4,0,0,2224,0,3291,1
4781,1,0,1633,10,99,0,331,0,1836,1
4806,1,0,966,37,56,1,1346,0,2874,1
4819,1,0,142,2504,2080,1,2765,0,1170,1
4845,0,0,2962,226,86,1,4750,0,3637,1
4900,0,0,4974,72367,6972,0,12156,0,1639,1
4926,1,0,1885,5,0,0,2737,0,2780,1
4957,0,0,5150,40,181,1,3589,0,2791,1
5037,1,0,623,21,0,0,26,0,3380,1
5052,1,0,58,2,13,0,9,0,3095,1
5122,1,0,1288,2,9,0,1888,0,1604,1
5138,0,0,537,150,0,0,760,0,2902,1
5150,0,0,0,448,1,0,10401,0,2336,1
5156,0,0,2301,260,337,0,17170,0,4125,1
5161,1,0,40,20,15,0,190,0,1280,1
5171,1,0,541,3,21,0,33,0,3363,1
5180,0,0,2488,87,0,0,3220,0,1560,1
5191,1,0,1121,31,772,0,1650,0,1886,1
5200,1,0,1343,42,0,0,1961,0,2847,1
5202,0,0,3390,75,648,0,4758,0,3100,1
5213,1,0,1736,15,46,0,3118,0,1750,1
5219,0,0,4201,221,493,1,14165,0,4037,1
5236,1,0,949,40,77,0,1985,0,2949,1
5253,0,0,2671,22,0,0,3571,0,3968,1
5255,1,0,2123,26,896,0,736,0,3120,1
5257,1,1,1491,16,31,0,2206,0,2792,1
5260,1,0,1224,10,23,0,1745,0,3474,1
5261,1,0,160,6,0,0,10,0,3482,1
5306,1,0,402,29,0,0,86,0,2314,1
5319,1,0,2143,6,0,0,3024,0,3476,1
5334,0,0,1186,39,181,1,1701,0,3957,1
5346,0,0,1457,151,102,1,1055,0,3238,1
5351,1,1,2191,0,40,0,2191,0,2875,1
5352,1,0,23313,186,93,0,1485,0,2031,1
5359,1,0,13666,1196,992,1,31822,0,4147,1
5362,0,0,2239,26,40,0,3343,0,3235,1
5370,1,0,37,23,9,0,401,0,1280,1
5371,1,0,42,33,0,0,354,0,1288,1
5378,1,0,52,90,291,1,357,0,2999,1
5385,1,0,34,34,881,0,17,0,1219,1
5421,1,0,47,4,21,0,845,0,1230,1
5429,1,0,1,10,12,0,239,0,3238,1
5431,1,0,523,5,160,0,737,0,2283,1
5441,1,0,295,14,0,1,66,0,3435,1
5457,1,0,1131,40,269,0,1185,0,3375,1
5472,1,0,478,2,0,0,503,0,1937,1
5483,0,0,2103,134,0,1,3631,0,3238,1
5492,1,0,1264,177,0,0,1878,0,2306,1
5499,1,0,94,17,90,0,10,0,3322,1
5501,1,0,4379,26,306,0,918,0,2679,1
5508,1,0,30,14,15,0,165,0,1270,1
5532,1,0,2072,44,283,0,2860,0,3818,1
5534,1,0,4,2212,2586,0,19422,0,1414,1
5541,0,0,2515,59,0,0,3555,0,3011,1
5599,0,0,61,1442,1462,1,4524,0,3354,1
5616,1,0,2,221,0,0,11144,0,965,1
5628,0,0,196,22,0,0,296,0,2295,1
5668,1,0,1101,70,0,0,220,0,4388,1
5701,1,0,12801,148,4998,1,7540,0,2407,1
5704,1,0,2708,9,14,0,3259,0,1549,1
5709,0,0,101,282,11,0,21761,0,1180,1
5728,1,0,1223,12,0,0,1224,0,1463,1
5743,0,0,2296,42,57,1,3229,0,2991,1
5746,0,0,2199,118,0,0,3211,0,2713,1
5750,0,0,8445,380724,850,1,32782,1,4522,1
5751,1,0,2016,58,1090,0,1097,0,874,1
5798,0,0,59,82,0,0,302,0,3774,1
5820,1,0,2898,55,347,1,2780,0,3185,1
5821,0,0,5485,125785,99506,1,502470,1,3472,1
5828,0,0,175,133,0,0,344,0,2786,1
5840,0,0,1205,70,96,0,1866,0,4082,1
5934,0,0,268,19,0,0,66,0,2730,1
5939,1,0,5434,365,506,0,7311,0,2189,1
5965,0,0,4619,200,0,0,16776,0,3831,1
5977,1,0,1249,0,0,0,1676,0,3798,1
5985,1,0,5998,241613,2652,0,5482,1,3239,1
6003,1,0,139,1,0,0,32,0,1225,1
6047,0,0,1815,229654,74768,1,169043,0,3045,1
6056,1,0,172,9,0,0,27,0,3316,1
6058,0,0,3,9,0,0,95,0,4054,1
6069,0,0,2041,81,25,0,3232,0,3114,1
6121,1,0,0,0,22,0,2,0,618,1
6123,1,0,1241,14,0,0,1242,0,1463,1
6127,1,0,1785,22,165,1,2544,0,3640,1
6134,0,0,3929,56,198,1,4242,0,3783,1
6189,0,0,999,5,0,0,1836,0,2862,1
6194,1,0,212,32,0,0,146,0,4165,1
6216,1,0,118970,695974,375,0,43803,1,2019,1
6233,1,0,134,1,28,0,32,0,1710,1
6273,1,0,2737,22,245,0,3190,0,2679,1
6289,0,0,284,8,21,0,215,0,3955,1
6303,1,0,1288,4,11,0,1818,0,3303,1
6309,1,0,1271,4,24,0,1945,0,2502,1
6350,0,0,121,105008,93085,1,257130,0,2808,1
6374,1,0,1332,12,19,0,1334,0,1462,1
6403,1,0,756,12,1747,0,1067,0,2752,1
6428,0,0,5,71,329,0,8852,0,1345,1
6435,1,0,29,137,188,0,289,0,2039,1
6481,1,0,106,0,0,0,189,0,2464,1
6499,1,0,2131,75,58,0,2323,0,1281,1
6514,1,0,3527,16,31,0,3585,0,1751,1
6525,0,0,54,8,95,0,31,0,679,1
6551,0,0,1,5,0,0,6841,0,908,1
6576,0,0,0,36,3,0,5375,0,1354,1
6607,0,0,2205,393,263,1,18310,0,3876,1
6643,1,1,72,6,0,0,108,0,2700,1
6654,0,0,2303,25,0,0,3149,0,3235,1
6672,0,0,109,114851,47506,1,9889,0,3271,1
6674,1,0,2345,2,47,0,3291,0,2966,1
6684,1,0,335,19,0,0,66,0,3382,1
6718,0,0,2011,898,705,1,83097,0,3866,1
6750,0,0,129,1062,0,0,5586,0,845,1
6759,0,0,9,254,2,0,4516,0,1136,1
6775,1,0,2963,36,67,0,2570,0,922,1
6776,1,0,132,9,0,0,25,0,2830,1
6789,0,0,940,145,667,1,1522,0,3483,1
6804,1,0,1,200,7,0,5,0,1265,1
6861,1,0,132,9,0,0,109,0,2708,1
6864,1,0,203,2,0,0,19,0,3179,1
6879,0,0,2283,55,0,1,4089,0,3230,1
6892,1,0,2384,462,0,1,4347,0,3398,1
6918,0,0,1103,89,0,0,1616,0,2812,1
6924,0,0,0,19,1,0,6533,0,858,1
6929,0,0,1287,207,263,1,9807,0,3333,1
6963,1,0,1332,15,35,0,1331,0,1462,1
6980,1,0,1368,18,0,0,1928,0,4006,1
6996,1,0,1212,4,122,0,1600,0,3386,1
7008,0,0,1495,3,0,0,2121,0,2754,1
7013,1,0,303,8,0,0,54,0,1914,1
7019,1,0,1248,2,1,0,1829,0,1289,1
7020,1,1,1160,12,8,0,1230,0,2026,1
7031,1,0,1332,8,29,0,1332,0,1462,1
7082,0,0,31,9816,9915,0,938,0,3121,1
7100,1,0,1624,8,6,0,2347,0,3246,1
7105,1,0,853,34,284,1,1203,0,4167,1
7133,0,0,137,7567,9389,1,1873,0,2146,1
7134,0,0,474,951,1684,1,997,0,3283,1
7141,1,0,6986,28,186,0,2157,0,1433,1
7148,1,0,377,26,0,0,567,0,1138,1
7151,1,0,444,7,0,0,634,0,2574,1
7202,0,0,85,34,37,1,111,0,3422,1
7229,0,0,2176,11,0,0,4437,0,3209,1
7247,0,0,275,36,291,0,103,0,2068,1
7253,1,0,5495,1407,1604,1,171193,0,3668,1
7263,1,0,1001,11,246,0,1390,0,4177,1
7323,1,0,2069,73,0,0,2832,0,3040,1
7330,0,0,1702,27,94,0,2428,0,4160,1
7347,0,0,2129,359,9,0,17363,0,4227,1
7360,0,0,2552,94,284,0,6551,0,3108,1
7365,1,0,85,2,0,0,15,0,3409,1
7387,0,0,1908,1296219,438,0,18452,1,4292,1
7409,1,0,2540,20,72,0,3180,0,3034,1
7435,0,0,686,39428,267,0,18262,0,2677,1
7447,1,0,1069,4,24,0,1530,0,3806,1
7454,0,0,175,96670,113873,0,898,0,2613,1
7458,1,0,371,28,0,0,103,0,3720,1
7463,1,0,251,31,339,0,37,0,2367,1
7466,1,0,112,5,132,0,28,0,995,1
7525,1,0,1612,7,0,1,2252,0,3241,1
7536,1,0,137,10,0,0,37,0,3743,1
7586,1,0,421,22,0,0,526,0,3716,1
7589,1,0,3842,202,281,1,6826,0,2658,1
7601,1,0,11456,100,122,0,3167,0,1099,1
7609,1,0,27,0,0,0,227,0,1155,1
7610,1,0,2387,16,31,0,3358,0,2397,1
7649,1,0,1738,45,127,1,2627,0,3617,1
7684,1,0,2629,110,0,0,3349,0,2453,1
7696,0,0,3206,197078,558,1,126232,1,4137,1
7719,1,0,2828,303,0,1,6019,0,3272,1
7731,0,0,0,38,346,0,2901,0,1887,1
7732,1,0,5863,258,22,0,8824,0,2966,1
7745,1,0,675,84,5,0,84,0,1913,1
7790,0,0,1,55,76,0,14514,0,2348,1
7792,0,0,583,1401940,165,0,455960,1,3921,1
7803,1,0,1305,2,19,0,2047,0,1713,1
7810,1,0,31,18,0,0,155,0,1291,1
7815,0,0,2284,101,21,0,634,0,2569,1
7853,1,0,657,976,3265,0,726,0,669,1
7883,0,0,2300,262,213,0,14409,0,3491,1
7891,1,0,700,1,0,0,939,0,2095,1
7893,1,0,258,5,0,0,434,0,2894,1
7984,1,0,0,83,2,0,35118,0,1343,1
7989,1,0,1,4,1,0,17346,0,913,1
7994,0,0,0,4,0,0,2208,0,557,1
8001,0,0,2191,36,96,1,3377,0,3425,1
8008,1,0,224,316,0,0,2645,0,1297,1
8012,1,0,23737,235,76,0,31331,0,1457,1
8024,1,0,12080,241516,34083,1,288814,0,2312,1
8030,1,0,2209,18,0,0,3395,0,3263,1
8050,1,0,241,9,0,0,391,0,2339,1
8055,1,0,171,1,0,0,164,0,2610,1
8081,1,0,184,0,0,0,29,0,2350,1
8101,0,0,2167,37,30,0,3298,0,3289,1
8123,1,0,1705,67,164,0,3148,0,1751,1
8125,0,0,0,102452,29790,0,472069,0,3139,1
8217,0,0,186,72,0,1,163,0,3305,1
8227,1,0,2223,4,13,0,3173,0,2546,1
8265,1,0,772,14,0,0,888,0,1207,1
8266,1,0,1637,5,0,0,2297,0,2707,1
8280,0,0,1412,3,0,0,2090,0,3739,1
8282,0,0,36762,81637,17189,1,19055,0,3776,1
8283,0,0,225,505,14,0,129129,0,1979,1
8287,1,0,1251,28,0,0,1841,0,3361,1
8297,1,0,938,171,50,1,1917,0,2040,1
8303,1,0,1237,0,0,0,1236,0,1487,1
8315,1,1,13,7,0,0,15,0,3616,1
8324,1,0,23850,1220,266,1,20747,0,3150,1
8345,1,0,1428,59,498,1,1807,0,4078,1
8357,1,0,404,10,24,0,558,0,2768,1
8394,0,0,2179,374,40,1,48868,0,2208,1
8405,1,0,2253,34,58,1,3087,0,2626,1
8412,1,0,2192,25,0,0,3077,0,3242,1
8414,1,0,18,0,0,0,175,0,1155,1
8424,1,0,172,22,211,0,35,0,2446,1
8449,0,0,1051,71,290,1,5155,0,3820,1
8469,1,0,1429,154,0,1,1807,0,2164,1
8478,1,0,136,4,0,0,30,0,3944,1
8483,0,0,2106,243,223,1,10944,0,3434,1
8533,1,0,2085,13,0,0,2949,0,3917,1
8606,0,0,32,1890,42,0,18690,0,1266,1
8649,0,0,2099,223,299,1,10209,0,3117,1
8650,1,0,547,15,17,1,159,0,2650,1
8684,1,0,956,10,50,0,1298,0,1347,1
8708,1,0,50,21,17,0,377,0,1265,1
8735,0,0,826,15,58,0,1314,0,2874,1
8804,1,0,171,1,0,0,23,0,2952,1
8814,0,0,2263,210,0,1,5396,0,3142,1
8818,0,0,2143,22,0,1,3093,0,3944,1
8830,1,0,94,55,60,0,244,0,1674,1
8856,1,0,170,622,1539,1,58211,0,2950,1
8870,0,0,266,272,715,1,4774,0,3837,1
8888,0,0,3383,75,954,0,5766,0,4180,1
8904,0,0,0,719,1,0,179376,0,2108,1
8907,1,1,162,1,0,0,237,0,2696,1
8929,0,0,2417,26,23,0,3540,0,3175,1
8964,0,0,71702,469,126,1,30254,0,1932,1
8975,1,0,117,10,149,0,22,0,2448,1
8986,1,0,426,21,0,0,93,0,4067,1
8989,1,0,0,26,0,0,3145,0,792,1
8996,0,0,40,1314,829,0,17412,0,1798,1
9001,1,0,3468,16,44,0,3652,0,1751,1
9004,0,0,16,105,0,0,2137,0,3272,1
9032,1,0,1787,5,0,0,2541,0,3026,1
9076,1,0,2193,1,124,0,2197,0,2875,1
9082,1,0,36,24,9,0,201,0,1287,1
9085,1,0,4879,73,538,0,1304,0,1870,1
9124,1,0,1545,28,0,0,2279,0,4070,1
9125,1,0,1792,8,0,0,2569,0,2387,1
9132,1,1,8,3,0,0,13,0,2139,1
9170,1,0,97,6,0,0,111,0,3182,1
9179,1,0,1969,3,29,0,3012,0,2882,1
9197,1,0,826,77,783,0,139,0,2499,1
9215,1,1,11,1,0,0,9,0,1657,1
9217,0,0,919,242178,657,1,92416,1,4051,1
9230,1,0,1435,7,0,0,2065,0,3600,1
9247,1,0,2319,36,250,1,3217,0,4155,1
9276,0,0,0,8,36,0,2218,0,1965,1
9279,1,0,162,8,0,0,44,0,2647,1
9309,1,0,579,38,0,1,119,0,3680,1
9335,1,0,1574,8,28,1,2010,0,2951,1
9381,0,0,2463,10,0,1,3562,0,3706,1
9403,0,0,2453,25,0,0,3410,0,3697,1
9448,0,0,2589,2144,2477,1,5342,0,4036,1
9457,1,0,184,6,50,0,196,0,1787,1
9462,0,0,0,391,249,1,689,0,3554,1
9467,1,1,0,160,0,0,1,0,874,1
9529,0,0,4654,1171,1017,0,36758,0,2329,1
9577,1,0,1793,80,40,1,2386,0,1690,1
9584,0,0,417,25988,36159,1,46086,0,3408,1
9640,1,0,395,18,0,0,53,0,2377,1
9709,1,0,74,12,0,0,45,0,3310,1
9719,1,0,377,30,89,1,529,0,4007,1
9726,1,0,1911,11,0,0,2624,0,3307,1
9735,1,0,66,3,24,0,12,0,2044,1
9768,1,0,105,2,94,0,17,0,3080,1
9790,0,0,3979,219,342,1,4862,0,3083,1
9796,0,0,6,155437,0,0,50174,0,3557,1
9810,0,0,227,3294,36,1,5143,0,2087,1
9822,1,0,2092,68,470,0,2952,0,2426,1
9836,0,0,2247,289,376,1,7891,0,2930,1
9848,1,0,1931,25,0,1,2826,0,4080,1
9858,0,0,32938,98852,8680,0,188261,1,4180,1
9861,1,0,1455,2,0,0,2058,0,2270,1
9875,0,0,2417,26,67,0,3275,0,4108,1
9924,0,0,3010,14,501,0,23,0,1478,1
9968,0,0,1129,4,0,1,1621,0,3389,1
9978,1,0,345,13,0,0,71,0,3995,1
9995,1,0,27,6,0,0,20,0,1767,1
9999,1,0,108,1,0,0,21,0,2585,1
10001,1,0,1198,16,34,0,1805,0,2937,1
10005,0,0,1958,51,107,1,2758,0,3131,1
10016,0,0,34,116166,0,0,21615,1,4147,1
10025,0,0,28877,658546,109875,0,367,0,2406,1
10043,1,0,727,258,437,1,7379,0,2525,1
10049,1,0,30,121,79,0,28,0,916,1
10077,1,0,345,1,20,0,345,0,1411,1
10125,1,0,1910,3,0,0,2680,0,2424,1
10126,0,0,48,5,0,0,33,0,3389,1
10136,1,0,28,1,0,0,258,0,1155,1
10138,1,0,1028,15,0,1,1434,0,4138,1
10143,1,0,0,3996,1,0,37904,0,1043,1
