,default_profile,default_profile_image,favourites_count,followers_count,friends_count,geo_enabled,statuses_count,verified,account_age_days,account_type
1037,0,0,2495,22,141,0,3579,0,3335,1
1049,0,0,1237,7,0,0,1719,0,3919,1
1059,1,0,1731,30,0,0,2557,0,2806,1
1065,0,0,7167,175087,1731,1,122616,1,4205,1
1105,0,0,1005,18,13,0,1449,0,3560,1
1120,1,0,1727,9,80,0,2537,0,1969,1
1123,0,0,2396,28,16,0,2780,0,3034,1
1141,0,0,610,836,850,0,1368,0,2875,1
1152,0,0,354,6,17,0,626,0,4170,1
1176,0,0,145,15,0,1,159,0,4276,1
1179,1,0,2198,162,82,0,4883,0,2074,1
1186,1,0,1743,29,0,0,2426,0,2883,1
1195,0,0,1432,267,0,1,2411,0,3118,1
1237,1,0,9189,138,183,0,9036,0,1831,1
1254,1,0,786,3,19,0,1088,0,1325,1
1255,1,0,761,7,0,0,1094,0,3476,1
1276,1,0,724,31,121,0,950,0,3979,1
1278,0,0,258,11,74,0,379,0,4150,1
1304,0,0,54345,72229,48689,1,9094,0,1179,1
1355,0,0,422,313662,68,0,105618,1,4130,1
1383,1,1,39,4,5,0,7214,0,2923,1
1385,1,0,360,16,0,0,81,0,4215,1
1386,1,0,751,41,0,0,119,0,3222,1
1388,1,0,36,2,0,0,301,0,1155,1
1401,1,0,125,3,0,0,31,0,2540,1
1419,0,0,2132,27,185,1,3785,0,4187,1
1440,1,0,352,22,0,0,69,0,2680,1
1445,1,0,2004,5,0,0,2813,0,2972,1
1460,0,0,2183,112,225,0,680,0,2582,1
1462,1,0,2132,588,2533,1,5075,0,3950,1
1469,0,0,2468,50,0,0,3945,0,3533,1
1505,1,0,1397,3,6,1,2021,0,2754,1
1513,0,0,1052,7,18,0,1550,0,3113,1
1514,1,0,1781,13,0,0,1971,0,2502,1
1553,0,0,1516,50,0,0,2275,0,4179,1
1556,1,0,1891,14,0,0,2568,0,3894,1
1560,1,0,176,1,196,0,27,0,1511,1
1577,1,0,860,18,80,0,1287,0,2248,1
1597,1,1,147,14,2651,0,119,0,3152,1
1625,0,0,59,106777,28427,0,75277,1,4040,1
1642,1,0,30,0,0,0,304,0,1230,1
1659,1,0,2294,18,122,0,2189,0,4484,1
1696,0,0,38853,732014,8970,1,549,0,3328,1
1702,1,0,1332,8,19,0,1332,0,1462,1
1720,1,0,114174,402,955,0,51204,0,1324,1
1756,1,0,6929,167,205,1,5770,0,1937,1
1761,1,0,22984,397873,5901,1,243142,1,4120,1
1801,1,0,128,2,0,0,26,0,2027,1
1826,0,0,74569,145921,119782,0,73647,0,3451,1
1847,1,0,705,24,37,0,905,0,1424,1
1890,1,0,346,0,18,0,346,0,1414,1
1897,0,0,2596,37,47,1,3769,0,4016,1
1903,1,0,142,72867,21427,0,25930,0,2582,1
1928,1,0,1846,18,0,0,2571,0,2143,1
1930,1,0,1499,8,24,0,2106,0,2569,1
1939,1,1,2098,36,37,0,2717,0,3266,1
1945,0,0,0,19,1,0,14160,0,1137,1
1966,1,0,2404,43,121,0,3193,0,3234,1
1970,0,0,0,25,1,0,5096,0,1362,1
1972,1,1,17,0,0,0,14,0,2934,1
1993,0,0,86730,303,240,1,60907,0,2715,1
2010,1,1,95,4,0,0,92,0,3013,1
2024,0,0,103,41,730,1,11302,0,3918,1
2067,0,0,1,7,13,0,5493,0,2671,1
2074,1,0,1395,8,491,0,1983,0,2688,1
2161,1,1,86,1,0,0,108,0,2113,1
2163,0,0,2210,84,108,0,3129,0,3891,1
2177,1,0,487,736,331,0,130,0,1073,1
2203,0,0,0,27,0,0,1126,0,1855,1
2260,0,0,160,6,0,0,47,0,3266,1
2280,1,0,13,0,0,0,139,0,1155,1
2297,0,0,74073,1028,171,1,63964,0,2970,1
2348,0,0,14890,165305,439,1,237554,0,4138,1
2366,0,0,2503,14,0,0,3815,0,3613,1
2376,1,0,654,31,0,0,113,0,2554,1
2383,0,0,3209,145316,254,0,12502,0,4892,1
2393,0,0,27880,156527,361,1,17653,1,3248,1
2432,1,0,1646,21,79,0,2244,0,4176,1
2436,0,0,2201,17,16,0,3074,0,3971,1
2444,1,0,205,18,0,0,40,0,2557,1
2479,1,0,461,25,0,0,90,0,4022,1
2499,1,0,755,6,69,0,964,0,1304,1
2507,1,0,285,17,443,0,45,0,3687,1
2517,1,0,13,3794,10,0,6830,0,1714,1
2529,1,0,113,5,0,0,24,0,2027,1
2542,1,0,1207,21,25,1,1852,0,3164,1
2554,1,0,0,3218,1,0,2945,0,1167,1
2597,0,0,1,54,0,0,59409,0,1792,1
2633,0,0,2268,769,595,0,18725,0,3976,1
2644,1,0,9079,423,601,0,10772,0,2447,1
2648,0,0,7947,132,0,0,10081,0,4071,1
2680,1,0,15,1,23,0,163,0,1233,1
2713,0,0,3274,890,225,1,127294,0,4128,1
2717,0,0,64876,154304,2240,1,70605,1,4090,1
2722,1,0,422,3,0,0,583,0,2877,1
2725,1,0,15,38,132,0,2997,0,3823,1
2760,1,0,16279,86,379,0,5531,0,1397,1
2770,0,0,2256,10,0,0,3388,0,4275,1
2783,1,0,227,1,0,0,438,0,1171,1
2784,1,0,1964,87,0,1,2878,0,3927,1
2799,1,0,1239,2,0,0,1239,0,1622,1
2813,1,0,984,1,0,0,151,0,2447,1
2827,0,0,0,14,0,0,4663,0,1781,1
2830,0,0,1304,42,268,1,1712,0,3523,1
2841,1,0,1248,15,188,1,1784,0,1666,1
2849,1,0,1331,14,14,0,1333,0,1463,1
2880,0,0,3352,94794,733,0,12509,1,4128,1
2921,1,0,1771,13,0,0,2468,0,1253,1
2959,0,0,255,205165,15950,1,62503,1,3551,1
2966,0,0,258406,1152288,639878,1,3322,1,2671,1
3013,0,0,548,4,0,0,769,0,2998,1
3046,1,0,63,12,110,0,15,0,2546,1
3064,1,0,1493,5,17,0,2158,0,2904,1
3070,1,0,1031,14,31,0,458,0,1283,1
3110,1,0,140,145245,334,1,182576,0,4040,1
3116,1,0,2157,234,37,0,4859,0,4195,1
3230,1,0,8647,194,222,0,6373,0,1744,1
3241,1,0,476,39,114,0,17,0,2704,1
3249,1,0,50,5,0,0,341,0,1155,1
3252,1,0,820,19,0,0,1161,0,1331,1
3273,0,0,563,15,0,0,832,0,2538,1
3277,0,0,11,161,53,1,6343,0,4086,1
3278,0,0,2,780,1054,0,561591,0,2628,1
3311,0,0,4165,296,1180,0,6366,0,4195,1
3341,1,0,0,1186,1,0,3378,0,861,1
3344,1,0,1291,2,16,0,1915,0,3226,1
3361,1,0,24,1,0,0,198,0,1155,1
3447,1,0,1876,10,1072,0,2714,0,2196,1
3448,1,0,2399,432,2284,0,104,0,667,1
3449,0,0,3378,1377,23,1,1218422,0,3863,1
3462,0,0,2092,25,280,0,2790,0,3758,1
3507,1,1,49,1,0,0,108,0,4135,1
3510,1,0,2051,14,83,0,3042,0,2513,1
3521,0,0,3389,86,816,0,5692,0,3218,1
3523,1,0,1213,17,140,0,1751,0,4031,1
3536,1,0,27,57,697,1,729,0,3438,1
3577,0,0,1739,68,0,0,2509,0,2878,1
3582,0,0,33,1100504,261,0,146931,1,4263,1
3586,1,0,1054,13,102,0,1495,0,3154,1
3619,1,0,151,4,42,0,1199,0,3220,1
3622,1,0,1620,9,0,0,2124,0,1245,1
3627,0,0,110741,145850,92012,1,248669,0,3060,1
3630,1,0,1591,275,508,0,5376,0,2016,1
3676,0,0,1659,38,413,0,1898,0,4353,1
3679,0,0,112,5,0,0,31,0,2801,1
3700,1,0,2,488,4254,0,65,0,1004,1
3707,0,0,2,1952,0,0,8201,0,1744,1
3715,0,0,2,14219380,43,1,233503,1,3736,1
3720,0,0,2792,101,119,1,6259,0,2812,1
3754,1,0,10,21,316,0,4190,0,2705,1
3795,1,1,18,9,1473,0,21,0,3067,1
3822,1,0,14,164,1,0,50299,0,1256,1
3865,0,0,0,97,1,0,1381,0,1744,1
3935,0,0,130,102,542,0,728,0,3904,1
3975,1,0,0,52,2,0,2995,0,997,1
3991,0,0,2272,19,0,0,3095,0,3482,1
4049,1,0,2291,14,0,0,3149,0,4099,1
4051,1,0,0,2,0,0,212,0,661,1
4111,1,0,346,0,21,0,346,0,1411,1
4121,0,0,1264,65,125,0,1737,0,2890,1
4129,0,0,2188,11,0,1,3212,0,3078,1
4130,0,0,1635,43,205,1,2274,0,1761,1
4135,0,0,1264,29,157,1,1866,0,4054,1
4155,1,0,102,384,846,0,6559,0,2040,1
4180,1,0,2389,39,0,0,3297,0,4360,1
4205,1,0,183,9,0,0,25,0,1149,1
4208,1,0,10490,20,424,1,233,0,1700,1
4251,1,0,168,10,297,0,35,0,3107,1
4253,1,0,39,1,0,0,97,0,2442,1
4260,1,0,1372,48,616,0,2079,0,3311,1
4275,1,0,51,20,13,0,405,0,3520,1
4278,0,0,2132,47,0,1,2902,0,4131,1
4306,1,0,2382,31,188,0,3127,0,4067,1
4309,0,0,2259,930,1313,0,3339,0,4570,1
4319,1,0,650,29,0,1,123,0,2483,1
4320,0,0,2231,7,12,0,3146,0,3882,1
4337,1,0,4339,21,381,0,3201,0,3187,1
4347,0,0,12,212,25,0,34270,0,1720,1
4364,0,0,4,1132,16,0,22,0,1455,1
4384,0,0,2056,64,449,0,3044,0,4158,1
4388,1,0,977,29,8,1,15,0,3394,1
4403,1,0,346,8,30,0,347,0,1461,1
4407,1,0,0,1270,1864,0,6019,0,3241,1
4408,1,0,1899,7,0,0,2603,0,4126,1
4418,1,0,76776,10968,100,1,716218,0,1861,1
4427,1,0,584,2,0,0,863,0,3167,1
4477,1,0,1303,7,40,0,1940,0,3754,1
4481,1,0,2341,14,5,0,3222,0,3296,1
4504,0,0,2884,45,124,0,3037,0,3017,1
4512,1,0,538,9,0,0,105,0,1289,1
4530,1,0,12,1,0,0,23,0,3026,1
4541,0,0,2093,11,0,0,2280,0,1881,1
4551,1,0,468,11,0,0,92,0,2966,1
4558,0,0,2274,528,1906,0,3622,0,3292,1
4578,1,0,5402,431,2731,1,74878,0,1817,1
4591,1,0,1231,17,0,1,1722,0,3223,1
4695,0,0,7,240,3,0,21498,0,1738,1
4716,0,0,2,2,702,0,31,0,906,1
4719,0,0,1121,33,99,1,1647,0,3037,1
4733,0,0,6108,148,230,1,11031,0,3421,1
4745,0,0,1270,3,13,1,1829,0,3191,1
4747,1,0,2,2166,46,0,5624,0,1640,1
4760,0,0,2192,0,0,0,2194,0,2858,1
4814,1,0,1,172,1,0,15630,0,717,1
4816,1,0,1783,80,97,0,3586,0,1750,1
4848,1,0,39,29,0,0,370,0,1271,1
4855,1,0,23197,1156,1487,1,61643,0,3097,1
4867,1,0,2104,13,0,0,1351,0,2840,1
4881,0,0,5207,696,4977,0,14105,0,4198,1
4886,0,0,2143,33,0,0,5115,0,3655,1
4923,1,0,5037,282,194,0,921,0,2673,1
4935,1,0,0,70,0,0,3473,0,1039,1
4978,1,0,1279,11,43,0,1881,0,3501,1
4990,1,0,2030,0,0,0,2691,0,3286,1
5008,0,0,827,34,364,1,2092,0,4035,1
5018,0,0,1038,18,126,0,1516,0,4134,1
5019,1,0,527,22,0,0,114,0,2373,1
5030,1,0,885,24,76,1,567,0,1169,1
5118,1,0,2067,25,0,0,2947,0,2853,1
5127,1,1,0,0,1,0,463,0,1851,1
5186,1,0,202,12,0,0,37,0,1056,1
5202,0,0,3390,75,648,0,4758,0,3100,1
5207,1,0,1525,13,0,0,2177,0,2722,1
5208,1,0,32,102,2739,0,19,0,944,1
5211,1,0,2647,18,47,0,3449,0,3682,1
5223,1,0,1332,11,35,0,1332,0,1463,1
5228,0,0,1112,12,0,0,1644,0,2971,1
5236,1,0,949,40,77,0,1985,0,2949,1
5269,0,0,2300,18,63,0,3291,0,4429,1
5275,1,0,47,233,520,0,633,0,1948,1
5279,1,0,4,0,34,0,0,0,2531,1
5301,1,0,22,4,0,0,32,0,3049,1
5302,1,0,489,49,476,0,90,0,3437,1
5308,0,0,2140,45,131,0,3325,0,3252,1
5310,1,0,2458,11,0,0,3222,0,3232,1
5316,1,0,1683,748,1166,1,45307,0,3096,1
5317,1,0,922,374,0,1,2870,0,3205,1
5319,1,0,2143,6,0,0,3024,0,3476,1
5324,1,0,77,16,781,0,127,0,3264,1
5347,1,0,0,19,0,0,4252,0,1036,1
5397,0,0,3229,98,245,0,3549,0,2691,1
5459,0,0,3322,200,0,1,15140,0,3332,1
5491,1,0,127,11,0,0,30,0,3769,1
5515,1,0,81,0,0,0,17,0,2919,1
5551,1,0,1370,12,0,0,2029,0,2844,1
5560,0,0,2,58,1,0,6737,0,803,1
5561,1,0,34,1,0,0,237,0,1155,1
5582,0,0,2188,10,0,0,3077,0,2968,1
5598,1,0,790,8,0,0,790,0,1463,1
5603,0,0,2453,20,0,0,3462,0,2854,1
5615,1,0,748,130,0,0,797,0,2429,1
5635,0,0,159051,198419,210930,0,148153,0,3356,1
5637,1,0,26,0,0,0,132,0,1154,1
5644,0,0,2380,30,0,1,3331,0,2983,1
5658,0,0,2136,224,0,1,21209,0,3850,1
5683,1,0,445,0,0,0,752,0,2882,1
5693,0,0,1534,45,222,0,2759,0,3915,1
5703,1,0,65,3,0,1,16,0,1641,1
5720,1,0,2552,68,73,0,3380,0,3766,1
5732,0,0,26035,1424806,0,1,87179,0,3165,1
5744,1,0,1,4,10,0,50,0,1306,1
5745,1,0,29,6,0,1,23,0,3542,1
5838,1,0,45,1,0,0,376,0,1155,1
5841,1,0,0,15,1,0,30847,0,1340,1
5862,0,0,9018,428,0,1,10879,0,2831,1
5905,1,0,1037,4,73,1,487,0,3303,1
5909,1,0,1066,15,179,0,1286,0,3121,1
5956,0,0,1445,970,713,0,111797,0,3797,1
5962,1,0,4481,15,291,0,2815,0,3427,1
5991,1,0,1805,65,30,0,2669,0,3813,1
5993,1,0,36,20,14,0,204,0,1288,1
6024,1,0,1699,37,140,0,2539,0,2808,1
6049,0,0,6,301,137,0,1882,0,3508,1
6056,1,0,172,9,0,0,27,0,3316,1
6059,1,0,1223,21,95,0,1806,0,2139,1
6076,1,0,319,19,268,0,72,0,2016,1
6136,1,0,27,2,46,0,9,0,2935,1
6177,0,0,109,1,0,0,27,0,3957,1
6231,1,0,946,4,0,0,1380,0,2870,1
6243,1,0,329,40,605,0,63,0,1852,1
6266,0,0,2430,478,280,1,4400,0,3883,1
6269,0,0,3424,151,160,0,17814,0,933,1
6297,0,0,454,2174,1822,0,4034,0,3477,1
6299,0,0,2485,87,266,1,3783,0,3324,1
6311,1,0,2307,3,14,0,3077,0,1906,1
6318,1,0,2190,0,9,0,2192,0,2875,1
6334,0,0,0,1316,976,1,2364,0,2870,1
6336,1,0,931,2,1,0,1479,0,2556,1
6345,0,0,74,1261123,899,1,218483,1,4096,1
6355,0,0,231,665,1066,0,893,0,2970,1
6365,1,0,666,39,59,0,61,0,2149,1
6382,0,0,2580,203,1471,0,3578,0,3549,1
6389,1,0,1084,7,77,0,1283,0,1377,1
6390,0,0,2385,32,27,0,3413,0,4190,1
6421,1,0,345,15,33,0,458,0,2504,1
6434,1,0,1268,3,0,0,1903,0,3673,1
6462,0,0,4774,62,340,1,3631,0,3262,1
6495,1,0,858,70,114,0,3461,0,1274,1
6581,0,0,1825,84475,92915,1,519199,0,3847,1
6584,0,0,0,749,1085,0,22486,0,3834,1
6592,1,0,1276,4,0,0,1811,0,3767,1
6594,0,0,1703,33,0,0,2585,0,3091,1
6606,1,0,1908,255,659,0,3004,0,1918,1
6612,0,0,103,92323,1832,0,64683,0,3791,1
6653,1,0,0,18,21,0,2639,0,3458,1
6657,1,0,1952,13,2,0,2715,0,3141,1
6679,1,0,300,6,0,0,57,0,3646,1
6692,0,0,2156,14,0,1,3332,0,3315,1
6712,1,0,1125,9,75,0,1808,0,1532,1
6740,0,0,35,2290242,1333,1,35316,0,3791,1
6746,0,0,2453,11,0,1,3309,0,3137,1
6768,1,0,1050,7,162,0,1328,0,2119,1
6774,1,0,188,18,24,0,1753,0,1048,1
6803,1,0,161,29,0,0,56,0,2883,1
6806,1,0,601,10,10,0,589,0,1643,1
6825,0,0,2416,17,0,0,3303,0,3420,1
6831,1,0,2310,28,249,0,3020,0,3416,1
6836,0,0,65,26,0,0,44,0,2981,1
6855,1,0,12,2,0,0,137,0,1232,1
6878,1,0,1394,10,0,0,2031,0,4072,1
6908,1,0,136,5,0,0,33,0,3499,1
7026,1,0,1,15,0,0,8802,0,1118,1
7044,0,0,0,29,33,0,8161,0,3477,1
7051,0,0,7,48,96,0,7540,0,2670,1
7068,1,0,122,12,726,0,27,0,2944,1
7070,1,0,1407,20,245,1,2003,0,3205,1
7074,0,0,2222,34,0,0,3082,0,4025,1
7102,0,0,97,90,1487,1,5496,0,3672,1
7104,0,0,265,646,566,0,381,0,930,1
7110,1,0,1026,26,126,0,1092,0,1590,1
7127,1,0,232,8,0,0,49,0,2447,1
7181,0,0,2441,12,0,0,3477,0,2975,1
7204,1,0,53,13,0,0,17,0,2195,1
7209,0,0,1906,5,0,0,2688,0,3464,1
7252,1,0,2159,9,22,0,3074,0,3190,1
7296,1,0,19,0,0,0,591,0,1272,1
7303,0,0,1357,56,0,0,2028,0,3141,1
7330,0,0,1702,27,94,0,2428,0,4160,1
7334,0,0,556,1650,1643,1,2277,0,3317,1
7342,1,0,772,4,21,0,1113,0,3181,1
7344,1,0,117,71,51,1,12633,0,3114,1
7380,0,0,2131,76,39,1,4599,0,4045,1
7393,1,0,2286,173,93,0,4993,0,2039,1
7402,1,0,1148,4,22,1,1690,0,2290,1
7411,1,0,2249,21,0,0,3197,0,3109,1
7464,1,0,40,0,0,0,222,0,1159,1
7470,0,0,1563,39,0,0,2394,0,3775,1
7494,0,1,2488,41,0,0,3487,0,2852,1
7548,0,0,696,124,0,0,801,0,3973,1
7574,1,0,2036,0,0,0,2033,0,2875,1
7612,1,0,11251,95,515,0,3739,0,2508,1
7653,1,0,1717,12,43,0,3182,0,1751,1
7718,0,0,2364,15,0,0,3733,0,3367,1
7724,0,0,3011,1368,1533,0,19589,0,3362,1
7731,0,0,0,38,346,0,2901,0,1887,1
7744,1,0,2288,66,0,1,3254,0,2946,1
7751,0,0,209,33,969,0,11,0,1123,1
7771,0,0,22859,94726,73693,0,4452,0,1622,1
7776,0,0,3347,276,112,1,8224,0,4079,1
7783,1,0,16,0,0,0,188,0,1155,1
7795,1,0,3544,26,66,0,4052,0,1751,1
7833,1,0,2172,15,0,0,2916,0,3795,1
7845,1,0,1332,11,27,0,1332,0,1462,1
7856,0,0,28404,83232,3270,0,61616,0,2860,1
7866,0,0,93,58,13,0,25,0,1273,1
7869,0,0,2908,167,0,1,9960,0,3777,1
7871,1,0,122,319,1110,0,1831,0,1875,1
7900,1,0,2251,5,31,0,2930,0,1581,1
7913,0,0,8218,150862,275,0,743858,1,4623,1
7927,1,0,1654,14,41,0,3181,0,1751,1
7986,1,0,1,38,126,1,1,0,920,1
8008,1,0,224,316,0,0,2645,0,1297,1
8035,0,0,6,24,0,0,3429,0,1205,1
8072,1,0,1181,2,0,1,1615,0,3324,1
8087,1,0,19,26,9,1,1220,0,2979,1
8109,0,0,4,23737,920,0,10315,0,2595,1
8115,0,0,1,200,0,0,4235,0,1873,1
8132,1,0,1378,4,33,0,2076,0,3336,1
8136,0,0,984,0,0,0,1389,0,2966,1
8142,0,0,923,2,0,0,1334,0,3578,1
8159,0,0,24637,98082,2,1,18401,0,2463,1
8185,1,0,1208,0,20,0,1807,0,3106,1
8193,1,0,334,71,605,0,1661,0,1323,1
8204,0,0,1294,5,35,0,1882,0,3594,1
8234,0,0,1074,27,68,0,1592,0,3827,1
8255,0,0,698,17,31,0,1046,0,3573,1
8269,0,0,2315,66,153,1,3988,0,3604,1
8279,1,0,264,28,0,1,48,0,2414,1
8292,1,0,5808,6,508,0,12,0,2296,1
8332,1,0,380,7,51,0,32,0,2708,1
8348,1,0,114,4,80,0,16,0,1478,1
8385,1,0,217,197,903,0,241,0,947,1
8394,0,0,2179,374,40,1,48868,0,2208,1
8400,1,0,2367,17,0,0,3299,0,3659,1
8405,1,0,2253,34,58,1,3087,0,2626,1
8424,1,0,172,22,211,0,35,0,2446,1
8425,0,0,531,68,413,0,708,0,2352,1
8433,0,0,2637,37,288,0,3985,0,4152,1
8453,0,0,1783,113,0,0,152,0,3162,1
8541,1,0,559,1,3,0,838,0,4347,1
8561,0,0,6563,148113,3696,1,57574,1,4192,1
8571,1,0,2743,177,254,1,4802,0,2599,1
8583,0,0,1655,170443,714,0,81675,0,3823,1
8584,1,1,17,2,0,0,16,0,3107,1
8603,1,0,0,3024,0,0,0,0,3926,1
8638,1,0,184,3,0,0,35,0,2739,1
8642,1,0,1741,7,7,0,2466,0,2581,1
8689,1,0,917,4,0,1,1401,0,4144,1
8695,0,0,2520,461,0,0,4171,0,3340,1
8696,1,0,0,5,0,0,240,0,1027,1
8699,0,0,19187,1908,1562,1,29946,0,4014,1
8701,0,0,2170,0,0,0,2194,0,2875,1
8746,0,0,1,67,1,0,4009,0,503,1
8770,1,1,12,0,0,0,15,0,1372,1
8780,0,0,0,1077278,0,0,17508,0,2666,1
8842,0,0,8111,1654,826,1,128341,0,3325,1
8902,0,0,2438,18,0,0,3460,0,2888,1
8903,1,0,198,10,0,0,41,0,2790,1
8910,0,0,9475,221395,205457,0,9461,0,3142,1
8914,0,0,2338,11,0,0,3179,0,3962,1
8924,0,0,8678,267192,1553,1,615640,1,3644,1
8935,1,0,670,65,207,1,2742,0,2268,1
8939,0,0,6878,6108,4525,1,5466,0,1992,1
8963,1,0,124,5,0,0,17,0,2890,1
8984,0,0,224,2845556,215,1,136169,1,4130,1
8991,0,0,930,126,1134,1,1392,0,3957,1
9012,1,0,2336,58,163,0,4373,0,2998,1
9019,1,0,51,20,10,0,42,0,3553,1
9031,1,0,348,15,0,0,214,0,3233,1
9077,1,1,0,210,1045,0,4,0,1035,1
9094,1,0,1358,21,100,0,1611,0,1359,1
9175,1,0,2076,20,37,0,2969,0,4019,1
9190,1,0,1212,70,446,0,1786,0,3589,1
9193,0,0,2,88402,5,0,56027,0,2583,1
9198,0,0,2193,27,332,1,3035,0,3112,1
9209,1,0,754,23,210,0,1050,0,3325,1
9218,1,0,897,12,95,0,1272,0,4061,1
9236,0,0,2202,82,181,1,3080,0,4269,1
9243,1,0,18898,172,1221,1,3831,0,3209,1
9249,1,0,14,0,0,0,157,0,1155,1
9265,1,0,435,17,0,0,71,0,2426,1
9332,1,0,2427,12,0,1,3417,0,3187,1
9347,1,0,3541,139,344,0,3677,0,1751,1
9391,0,0,13965,286,143,0,35997,0,3134,1
9422,0,0,2433,572,0,1,43833,0,3402,1
9464,1,0,494,39,439,0,93,0,1691,1
9503,1,0,189,95,1260,0,64,0,1050,1
9504,0,0,1015,35708135,323,1,114040,1,4893,1
9505,0,0,2503,16,0,0,3445,0,3687,1
9511,1,0,1243,13,2,0,1804,0,2301,1
9513,0,0,6802,453,0,1,25971,0,3229,1
9525,0,0,1972,22,165,1,1243,0,2492,1
9545,1,0,107,3,216,0,746,0,1955,1
9555,0,0,12934,886058,1809,1,25573,1,4174,1
9588,1,0,1126,3,37,0,1653,0,2674,1
9604,1,0,2119,205,0,0,3111,0,4192,1
9606,0,0,2259,61,0,0,3101,0,3850,1
9607,1,0,823,2,0,0,1163,0,2233,1
9626,1,0,2213,32,0,0,2960,0,2797,1
9649,1,0,133,14,47,0,16,0,1688,1
9654,1,0,23,7,21,0,6,0,4071,1
9721,1,0,7204,2158,4647,0,1697,0,1974,1
9726,1,0,1911,11,0,0,2624,0,3307,1
9735,1,0,66,3,24,0,12,0,2044,1
9750,1,0,211,6,0,0,87,0,1631,1
9818,1,0,1227,12,0,0,1227,0,1462,1
9828,0,0,2279,26,47,0,3262,0,3301,1
9865,1,0,1230,1,0,0,1230,0,1487,1
9883,1,0,46,0,0,0,240,0,1154,1
9918,0,1,364,23,343,0,98,0,2041,1
9944,1,0,2292,242,622,0,7611,0,4072,1
9961,1,0,1131,17,4,0,1532,0,3037,1
10002,1,0,6511,316,234,1,23419,0,2244,1
10031,1,0,2330,9,0,0,2600,0,2641,1
10036,1,0,1934,8,0,0,3003,0,3076,1
10041,0,0,282,3857,286,0,600,0,2135,1
10065,1,0,87,114,142,0,711,0,3725,1
10072,1,0,309,19,0,0,70,0,2935,1
10079,1,0,28,26,0,0,170,0,1265,1
10089,1,0,2626,14,115,0,2621,0,2996,1
10153,0,0,3,186,47,1,28522,0,2109,1
10156,0,0,2323,910,1032,1,14003,0,4053,1
10164,0,0,1077,8,0,0,1578,0,4089,1
10165,1,0,5,0,51,0,181,0,1273,1
10226,1,0,3781,322,971,0,5901,0,2075,1
10283,0,0,114,5,0,0,130,0,3122,1
10287,1,0,1186,1,49,0,1700,0,1249,1
10293,0,0,11851,271,181,1,10888,0,2823,1
10314,0,0,114,1971,1030,1,10689,0,3472,1
10351,1,0,203,10,167,0,49,0,2243,1
10369,0,0,2,39,112,0,2972,0,1396,1
10392,0,0,11825,307,539,0,10415,0,1834,1
10395,1,0,78053,6,404,1,21251,0,2713,1
10413,0,0,2190,19,0,0,2928,0,3752,1
10416,1,0,591,28,8,0,80,0,2225,1
10422,1,0,96,11,0,0,34,0,2919,1
10463,0,0,3144,319,810,1,4777,0,4160,1
10466,1,0,437,416,701,0,424,0,959,1
10510,0,0,103532,26478,26205,1,119235,0,1628,1
10522,1,0,1258,2,32,1,2019,0,3102,1
10559,1,0,150,4,113,0,28,0,2200,1
